genome_name,Completeness,completeness_score,Contamination,contamination_score,assembly_quality,N50_contigs,Longest_contig_bp,Winner_Completeness,winner_completeness_score,Winner_Contamination,winner_contamination_score,winner_assembly_quality,classification,Domain,Phylum,Class,Order,Family,Genus,Species,source,dRep,analysis_project_type,completeness_software,completeness_software_version,assembly_tool,assembly_tool_version,annotation_tool,annotation_tool_version,binning_software,binning_software_version
blaze23.rt.cf.qt_MH_blaze23.rt.cf.qt_MH_bin.23_renamed,47.41,Low,8.46,Medium,Low,4022,13872,NA,NA,NA,NA,NA,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Cellulomonadaceae;g__Pengzhenrongella;s__,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Cellulomonadaceae,Pengzhenrongella,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze23.rt.cf.qt_MH_blaze23.rt.cf.qt_MH_bin.25_renamed,82.58,Medium,27.8,Low,Low,5981,28930,NA,NA,NA,NA,NA,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Fen-549;s__Fen-549 sp003162055,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,Fen-549,Fen-549 sp003162055,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze23.rt.cf.qt_MH_blaze23.rt.cf.qt_MH_bin.2_renamed,62.55,Medium,13.95,Low,Low,6074,57656,NA,NA,NA,NA,NA,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze23.rt.cf.qt_MH_blaze23.rt.cf.qt_MH_bin.30_renamed,83.36,Medium,2.71,High,Medium,16555,45578,NA,NA,NA,NA,NA,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ethanoligenenaceae;g__Ruminiclostridium_D;s__,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Ethanoligenenaceae,Ruminiclostridium_D,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze23.rt.cf.qt_MH_blaze23.rt.cf.qt_MH_bin.32_renamed,92.23,High,2.7,High,High,18064,58973,NA,NA,NA,NA,NA,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Limisphaerales;f__UBA11358;g__UBA11358;s__,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Limisphaerales,UBA11358,UBA11358,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze23.rt.cf.qt_MH_blaze23.rt.cf.qt_MH_bin.34_renamed,85.01,Medium,62.44,Low,Low,8430,51169,NA,NA,NA,NA,NA,d__Bacteria;p__Myxococcota;c__Polyangia;o__Fen-1088;f__Fen-1088;g__Fen-1137;s__,Bacteria,Myxococcota,Polyangia,Fen-1088,Fen-1088,Fen-1137,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze23.rt.cf.qt_MH_blaze23.rt.cf.qt_MH_bin.8_renamed,85.66,Medium,4.49,High,Medium,13395,65927,NA,NA,NA,NA,NA,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Koribacteraceae;g__TOLSYN;s__,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Koribacteraceae,TOLSYN,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze24.rt.cf.qt_MH_blaze24.rt.cf.qt_MH_bin.11_renamed,38.24,Low,1.72,High,Low,5466,19178,NA,NA,NA,NA,NA,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze24.rt.cf.qt_MH_blaze24.rt.cf.qt_MH_bin.12_renamed,73.32,Medium,12.53,Low,Low,7600,56633,NA,NA,NA,NA,NA,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze24.rt.cf.qt_MH_blaze24.rt.cf.qt_MH_bin.13_renamed,53.45,Medium,1.72,High,Medium,7328,41148,NA,NA,NA,NA,NA,d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__CTSoil-043;s__,Bacteria,Chloroflexota,Limnocylindria,Limnocylindrales,CSP1-4,CTSoil-043,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze24.rt.cf.qt_MH_blaze24.rt.cf.qt_MH_bin.15_renamed,75.71,Medium,35.61,Low,Low,5493,24004,NA,NA,NA,NA,NA,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Occallatibacter;s__,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Occallatibacter,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze24.rt.cf.qt_MH_blaze24.rt.cf.qt_MH_bin.16_renamed,77.55,Medium,37.52,Low,Low,4973,36051,NA,NA,NA,NA,NA,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__UBA2241;f__UBA2241;g__Bog-752;s__,Bacteria,Actinomycetota,Thermoleophilia,UBA2241,UBA2241,Bog-752,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze24.rt.cf.qt_MH_blaze24.rt.cf.qt_MH_bin.18_renamed,69.33,Medium,2.7,High,Medium,5752,22292,69.01,Medium,4.04,High,Medium,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Fen-1467;s__Fen-1467 sp003142955,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Fen-1467,Fen-1467 sp003142955,hard_drive_data_assembly,winner,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze24.rt.cf.qt_MH_blaze24.rt.cf.qt_MH_bin.19_renamed,57.93,Medium,3.45,High,Medium,6110,25879,NA,NA,NA,NA,NA,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__Rhizomicrobium;s__,Bacteria,Pseudomonadota,Alphaproteobacteria,Micropepsales,Micropepsaceae,Rhizomicrobium,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze24.rt.cf.qt_MH_blaze24.rt.cf.qt_MH_bin.24_renamed,60.34,Medium,0,High,Medium,27539,68262,NA,NA,NA,NA,NA,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Fen-549;s__Fen-549 sp003162055,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,Fen-549,Fen-549 sp003162055,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze24.rt.cf.qt_MH_blaze24.rt.cf.qt_MH_bin.26_renamed,41.12,Low,2.58,High,Low,4773,19666,NA,NA,NA,NA,NA,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__Anaeromyxobacter;s__,Bacteria,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze24.rt.cf.qt_MH_blaze24.rt.cf.qt_MH_bin.27_renamed,87.93,Medium,66.59,Low,Low,16385,85837,NA,NA,NA,NA,NA,d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__Fen-1039;s__,Bacteria,Chloroflexota,Limnocylindria,Limnocylindrales,CSP1-4,Fen-1039,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze24.rt.cf.qt_MH_blaze24.rt.cf.qt_MH_bin.28_renamed,72.57,Medium,9.65,Medium,Medium,11298,39346,82.38,Medium,13.94,Low,Low,d__Bacteria;p__Myxococcota;c__Polyangia;o__Fen-1088;f__Fen-1088;g__Fen-1137;s__,Bacteria,Myxococcota,Polyangia,Fen-1088,Fen-1088,Fen-1137,,hard_drive_data_assembly,winner,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze24.rt.cf.qt_MH_blaze24.rt.cf.qt_MH_bin.29_renamed,39.69,Low,1.19,High,Low,4867,17979,NA,NA,NA,NA,NA,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__UBA9973;g__UBA8515;s__,Bacteria,Patescibacteria,Paceibacteria,UBA9973,UBA9973,UBA8515,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze24.rt.cf.qt_MH_blaze24.rt.cf.qt_MH_bin.2_renamed,65.06,Medium,21.42,Low,Low,4045,16206,NA,NA,NA,NA,NA,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze24.rt.cf.qt_MH_blaze24.rt.cf.qt_MH_bin.30_renamed,56.01,Medium,18.44,Low,Low,5568,21619,NA,NA,NA,NA,NA,d__Bacteria;p__Myxococcota;c__Polyangia;o__Fen-1088;f__Fen-1088;g__Fen-1137;s__,Bacteria,Myxococcota,Polyangia,Fen-1088,Fen-1088,Fen-1137,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze24.rt.cf.qt_MH_blaze24.rt.cf.qt_MH_bin.31_renamed,46.81,Low,40.67,Low,Low,4423,21462,NA,NA,NA,NA,NA,d__Bacteria;p__Myxococcota;c__Polyangia;o__Fen-1088;f__Fen-1088;g__Fen-1137;s__,Bacteria,Myxococcota,Polyangia,Fen-1088,Fen-1088,Fen-1137,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze24.rt.cf.qt_MH_blaze24.rt.cf.qt_MH_bin.34_renamed,42.11,Low,6.14,Medium,Low,5370,16626,NA,NA,NA,NA,NA,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Palsa-1447;s__,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Palsa-1447,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze24.rt.cf.qt_MH_blaze24.rt.cf.qt_MH_bin.36_renamed,57.18,Medium,16.83,Low,Low,6252,29220,NA,NA,NA,NA,NA,d__Bacteria;p__Myxococcota;c__Polyangia;o__Fen-1088;f__Fen-1088;g__Fen-1137;s__,Bacteria,Myxococcota,Polyangia,Fen-1088,Fen-1088,Fen-1137,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze24.rt.cf.qt_MH_blaze24.rt.cf.qt_MH_bin.38_renamed,82.57,Medium,14.04,Low,Low,43922,148433,NA,NA,NA,NA,NA,d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__Fen-1039;s__,Bacteria,Chloroflexota,Limnocylindria,Limnocylindrales,CSP1-4,Fen-1039,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze24.rt.cf.qt_MH_blaze24.rt.cf.qt_MH_bin.3_renamed,94.83,High,32.05,Low,Low,10794,48265,NA,NA,NA,NA,NA,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Fen-549;s__,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,Fen-549,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze24.rt.cf.qt_MH_blaze24.rt.cf.qt_MH_bin.6_renamed,50.34,Medium,0,High,Medium,12190,49987,NA,NA,NA,NA,NA,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze24.rt.cf.qt_MH_blaze24.rt.cf.qt_MH_bin.8_renamed,63.15,Medium,0.16,High,Medium,9505,26316,NA,NA,NA,NA,NA,d__Bacteria;p__Caldisericota;c__Caldisericia;o__Cryosericales;f__Cryosericaceae;g__Cryosericum;s__,Bacteria,Caldisericota,Caldisericia,Cryosericales,Cryosericaceae,Cryosericum,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze3B.rt.cf.qt_MH_blaze3B.rt.cf.qt_MH_bin.10_renamed,42.53,Low,13.79,Low,Low,3315,10423,NA,NA,NA,NA,NA,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__Bog-375;s__,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,Bog-375,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze3B.rt.cf.qt_MH_blaze3B.rt.cf.qt_MH_bin.11_renamed,80.16,Medium,36.68,Low,Low,4958,35888,NA,NA,NA,NA,NA,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__UBA2241;f__UBA2241;g__Bog-752;s__,Bacteria,Actinomycetota,Thermoleophilia,UBA2241,UBA2241,Bog-752,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze3B.rt.cf.qt_MH_blaze3B.rt.cf.qt_MH_bin.12_renamed,79.1,Medium,67.96,Low,Low,5126,20134,NA,NA,NA,NA,NA,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Occallatibacter;s__,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Occallatibacter,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze3B.rt.cf.qt_MH_blaze3B.rt.cf.qt_MH_bin.16_renamed,82.59,Medium,3.7,High,Medium,13015,57535,NA,NA,NA,NA,NA,d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__CTSoil-043;s__,Bacteria,Chloroflexota,Limnocylindria,Limnocylindrales,CSP1-4,CTSoil-043,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze3B.rt.cf.qt_MH_blaze3B.rt.cf.qt_MH_bin.17_renamed,50.08,Medium,1.72,High,Medium,4395,12393,49.24,Low,2.48,High,Low,d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA6906;g__Fen-1260;s__Fen-1260 sp003162635,Bacteria,Bacteroidota,UBA10030,UBA10030,UBA6906,Fen-1260,Fen-1260 sp003162635,hard_drive_data_assembly,winner,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze3B.rt.cf.qt_MH_blaze3B.rt.cf.qt_MH_bin.25_renamed,88.34,Medium,3.81,High,Medium,35767,110771,NA,NA,NA,NA,NA,d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__Fen-1039;s__,Bacteria,Chloroflexota,Limnocylindria,Limnocylindrales,CSP1-4,Fen-1039,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze3B.rt.cf.qt_MH_blaze3B.rt.cf.qt_MH_bin.3_renamed,48.35,Low,5.6,Medium,Low,4315,18074,NA,NA,NA,NA,NA,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Fen-549;s__Fen-549 sp003162055,Bacteria,Actinomycetota,Thermoleophilia,Gaiellales,Gaiellaceae,Fen-549,Fen-549 sp003162055,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze3B.rt.cf.qt_MH_blaze3B.rt.cf.qt_MH_bin.4_renamed,52.42,Medium,4.55,High,Medium,19259,65158,NA,NA,NA,NA,NA,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__UBA6107;s__,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,UBA6107,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze3B.rt.cf.qt_MH_blaze3B.rt.cf.qt_MH_bin.9_renamed,66.67,Medium,9.03,Medium,Medium,4820,25947,NA,NA,NA,NA,NA,d__Bacteria;p__Myxococcota;c__Polyangia;o__Fen-1088;f__Fen-1088;g__Fen-1118;s__,Bacteria,Myxococcota,Polyangia,Fen-1088,Fen-1088,Fen-1118,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze4.rt.cf.qt_MH_blaze4.rt.cf.qt_MH_bin.10_renamed,79.23,Medium,8.26,Medium,Medium,28456,99505,NA,NA,NA,NA,NA,d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__Fen-1039;s__,Bacteria,Chloroflexota,Limnocylindria,Limnocylindrales,CSP1-4,Fen-1039,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze4.rt.cf.qt_MH_blaze4.rt.cf.qt_MH_bin.15_renamed,75.51,Medium,4.83,High,Medium,5209,16232,NA,NA,NA,NA,NA,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5066;f__UBA5066;g__Fen-183;s__,Bacteria,Acidobacteriota,Thermoanaerobaculia,UBA5066,UBA5066,Fen-183,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze4.rt.cf.qt_MH_blaze4.rt.cf.qt_MH_bin.17_renamed,85.15,Medium,13.28,Low,Low,13388,72803,NA,NA,NA,NA,NA,d__Bacteria;p__Myxococcota;c__Polyangia;o__Fen-1088;f__Fen-1088;g__Fen-1137;s__,Bacteria,Myxococcota,Polyangia,Fen-1088,Fen-1088,Fen-1137,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze4.rt.cf.qt_MH_blaze4.rt.cf.qt_MH_bin.18_renamed,79.63,Medium,2.78,High,Medium,11015,51140,NA,NA,NA,NA,NA,d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__CTSoil-043;s__,Bacteria,Chloroflexota,Limnocylindria,Limnocylindrales,CSP1-4,CTSoil-043,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze4.rt.cf.qt_MH_blaze4.rt.cf.qt_MH_bin.20_renamed,56.35,Medium,12.07,Low,Low,5437,21938,NA,NA,NA,NA,NA,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Occallatibacter;s__,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Occallatibacter,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze4.rt.cf.qt_MH_blaze4.rt.cf.qt_MH_bin.21_renamed,70.33,Medium,68.74,Low,Low,5706,25757,NA,NA,NA,NA,NA,d__Bacteria;p__Myxococcota;c__Polyangia;o__Fen-1088;f__Fen-1088;g__Fen-1137;s__,Bacteria,Myxococcota,Polyangia,Fen-1088,Fen-1088,Fen-1137,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze4.rt.cf.qt_MH_blaze4.rt.cf.qt_MH_bin.25_renamed,52.09,Medium,1.16,High,Medium,4627,15413,53.29,Medium,1.26,High,Medium,d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA6906;g__Fen-1260;s__Fen-1260 sp003162635,Bacteria,Bacteroidota,UBA10030,UBA10030,UBA6906,Fen-1260,Fen-1260 sp003162635,hard_drive_data_assembly,winner,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze4.rt.cf.qt_MH_blaze4.rt.cf.qt_MH_bin.2_renamed,77.11,Medium,62.44,Low,Low,9662,56896,NA,NA,NA,NA,NA,d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__Fen-1039;s__,Bacteria,Chloroflexota,Limnocylindria,Limnocylindrales,CSP1-4,Fen-1039,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze4.rt.cf.qt_MH_blaze4.rt.cf.qt_MH_bin.5_renamed,93.39,High,47.23,Low,Low,7053,47808,NA,NA,NA,NA,NA,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__UBA2241;f__UBA2241;g__Bog-752;s__,Bacteria,Actinomycetota,Thermoleophilia,UBA2241,UBA2241,Bog-752,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze4.rt.cf.qt_MH_blaze4.rt.cf.qt_MH_bin.6_renamed,93.88,High,10.6,Low,Low,28322,86313,NA,NA,NA,NA,NA,d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__Fen-1039;s__,Bacteria,Chloroflexota,Limnocylindria,Limnocylindrales,CSP1-4,Fen-1039,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze5.rt.cf.qt_MH_blaze5.rt.cf.qt_MH_bin.10_renamed,80.16,Medium,59.65,Low,Low,6001,51348,NA,NA,NA,NA,NA,d__Bacteria;p__Myxococcota;c__Polyangia;o__Fen-1088;f__Fen-1088;g__Fen-1137;s__,Bacteria,Myxococcota,Polyangia,Fen-1088,Fen-1088,Fen-1137,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze5.rt.cf.qt_MH_blaze5.rt.cf.qt_MH_bin.4_renamed,83.08,Medium,2.78,High,Medium,12844,52578,NA,NA,NA,NA,NA,d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__CTSoil-043;s__,Bacteria,Chloroflexota,Limnocylindria,Limnocylindrales,CSP1-4,CTSoil-043,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze5.rt.cf.qt_MH_blaze5.rt.cf.qt_MH_bin.7_renamed,67.58,Medium,3.06,High,Medium,12758,56849,NA,NA,NA,NA,NA,d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__Fen-1039;s__,Bacteria,Chloroflexota,Limnocylindria,Limnocylindrales,CSP1-4,Fen-1039,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
blaze5.rt.cf.qt_MH_blaze5.rt.cf.qt_MH_bin.9_renamed,84.33,Medium,104.19,Low,Low,3735,22830,NA,NA,NA,NA,NA,d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__Fen-1039;s__,Bacteria,Chloroflexota,Limnocylindria,Limnocylindrales,CSP1-4,Fen-1039,,hard_drive_data_assembly,loser,genome from metagenome,CheckM2,v0.1.3,MegaHit,v1.2.9,GTDB-Tk,2.4.0,Metabat2,v2.15
